name_file,name_ref,nb_members,aln_len,ref_len,coverage,percent_id,global_quality,rmsd_max,rmsd_mean,rmsd_std,X50%,X80%,X85%,X90%,X95%,X99%,X%var_1st,col_1st,ref_coverage,ref_percent_id,ref_global_quality,ref_rmsd_max,ref_rmsd_mean,ref_rmsd_std,ref_50%,ref_80%,ref_85%,ref_90%,ref_95%,ref_99%,ref_%var_1st,ref_col_1st,X50%_norm,X80%_norm,X85%_norm,X90%_norm,X95%_norm,X99%_norm,X%var_1st_norm,col_1st_norm,ref_50%_norm,ref_80%_norm,ref_85%_norm,ref_90%_norm,ref_95%_norm,ref_99%_norm,ref_%var_1st_norm,ref_col_1st_norm
1EMWA_1EMWA,1EMWA,500,88,88,0.932,0.937,0.905,3.431,0.587,0.306,9,33,44,59,84,134,0.103,0.633,0.932,0.937,0.905,3.144,2.444,0.101,1,1,1,1,1,26,0.95,0.271,10,38,49,65,91,138,0.102,0.734,1,7,11,20,38,85,0.675,0.897
1B3JA_7FI9C,7FI9C,8,275,260,0.949,0.897,0.845,10.51,4.059,3.817,1,1,1,2,2,4,0.861,0.638,0.996,0.937,0.905,10.43,2.997,3.243,1,1,2,2,3,4,0.846,0.666,1,2,2,2,4,6,0.634,0.893,1,2,2,3,3,5,0.604,0.913
3A43A_3A44B,3A44B,14,139,136,0.856,0.895,0.843,16.69,8.009,6.831,1,1,1,1,2,6,0.914,0.535,0.875,0.914,0.871,15.44,12.08,5.185,1,1,1,1,1,5,0.952,0.525,1,2,2,3,4,8,0.75,0.886,1,2,2,3,4,7,0.795,0.928
1OJLA_1OJLD,1OJLD,6,301,297,0.814,0.857,0.779,8.136,2.175,2.554,1,2,2,3,3,4,0.662,0.749,0.825,0.857,0.786,8.136,3.636,3.363,1,1,2,2,2,3,0.835,0.61,1,2,2,2,3,5,0.702,0.843,1,2,2,2,3,5,0.742,0.88
7KZPL_7KZQM,7KZQM,12,370,370,1,0.967,0.95,11.27,5.789,4.747,1,1,1,1,1,3,0.955,0.368,1,0.967,0.95,10.95,6.607,4.71,1,1,1,1,1,2,0.983,0.361,1,2,2,3,5,8,0.749,0.974,1,2,2,3,4,7,0.782,0.974
1QWDA_6UBOA,6UBOA,12,168,159,0.923,0.905,0.858,18.29,4.067,6.266,1,1,1,1,1,3,0.969,0.675,0.975,0.951,0.927,18.04,2.75,4.845,1,1,1,1,1,3,0.955,0.715,1,1,1,2,4,6,0.877,0.924,1,1,1,2,3,6,0.853,0.974
1VF5E_2D2CR,2D2CR,11,32,32,1,0.957,0.935,2.611,1.41,0.954,1,2,2,2,3,5,0.715,0.481,1,0.957,0.935,2.597,2.169,0.716,1,1,1,2,2,4,0.876,0.534,1,2,3,4,5,8,0.551,0.922,1,2,2,3,4,8,0.706,0.929
6Y9UA_6Y9UB,6Y9UB,20,332,331,0.991,0.993,0.989,2.079,1.04,0.538,1,1,2,3,5,9,0.824,0.089,0.994,0.996,0.994,1.534,0.939,0.448,1,1,2,2,4,9,0.82,0.09,1,3,4,5,7,12,0.569,0.933,1,3,4,5,6,11,0.547,0.943
1DFCA_6I12A,6I12A,31,488,484,0.988,0.985,0.977,4.043,2.327,1.273,1,1,2,3,5,12,0.802,0.353,0.996,0.989,0.983,4.031,2.412,1.505,1,1,1,2,4,9,0.889,0.373,1,3,4,5,7,16,0.51,0.923,1,3,3,4,6,14,0.64,0.956
2CJRA_2JW8B,2JW8B,92,139,118,0.712,0.755,0.618,2.857,0.651,0.41,2,7,9,13,20,40,0.399,0.412,0.839,0.864,0.796,2.755,2.311,0.156,1,1,1,1,2,12,0.934,0.502,3,9,11,15,23,45,0.328,0.749,1,2,3,5,9,24,0.793,0.887
6IC4K_6IC4K,6IC4K,11,95,93,0.979,0.965,0.948,5.039,2.625,1.4,1,3,4,4,5,7,0.547,0.695,1,0.978,0.967,5.039,4.604,0.339,1,1,1,2,3,5,0.875,0.614,2,4,4,5,6,7,0.421,0.907,1,3,3,4,5,7,0.662,0.957
1BP2A_1PISA,1PISA,74,138,124,0.891,0.826,0.72,3.59,1.344,0.659,3,7,9,11,16,34,0.235,0.16,0.992,0.886,0.828,3.59,2.834,0.305,1,1,1,2,5,14,0.873,0.543,3,8,10,13,21,41,0.233,0.746,1,2,3,5,10,25,0.734,0.962
1A2BA_5ZHXe,5ZHXe,89,206,163,0.859,0.896,0.801,4.284,1.695,1.027,2,3,4,6,12,34,0.386,0.088,0.975,0.948,0.923,4.161,3.912,0.52,1,1,1,1,1,5,0.975,0.169,3,12,15,21,32,56,0.329,0.7,1,2,4,7,14,38,0.781,0.959
3KMPA_4ZL2C,4ZL2C,25,135,118,0.874,0.898,0.832,6.656,3.221,2.057,1,2,3,4,7,12,0.726,0.19,1,0.978,0.967,6.656,4.722,2.004,1,1,1,1,2,7,0.932,0.193,1,4,6,7,10,17,0.558,0.839,1,2,3,4,8,14,0.713,0.946
3J16H_4V4BBK,4V4BBK,31,165,131,0.812,0.858,0.769,17.32,4.994,3.812,2,4,5,7,9,15,0.491,0.679,0.947,0.933,0.899,14.66,10.61,1.087,1,1,1,2,4,9,0.853,0.699,2,5,6,8,11,16,0.385,0.813,1,2,3,4,6,12,0.638,0.943
6Q1ZD_6Q20H,6Q20H,7,227,227,1,0.935,0.902,2.276,1.276,0.747,1,1,1,1,2,4,0.929,0.625,1,0.935,0.902,2.276,1.727,0.687,1,1,1,1,1,3,0.965,0.626,1,2,2,3,4,5,0.757,0.976,1,1,2,2,3,5,0.816,0.984
2F9DP_2F9DQ,2F9DQ,6,48,39,0.771,0.782,0.662,10.15,3.762,4.279,1,1,1,1,1,3,0.976,0.732,0.949,0.942,0.913,10.13,2.698,3.734,1,1,1,1,1,2,0.97,0.732,1,1,1,2,2,3,0.883,0.96,1,1,1,2,2,3,0.852,0.96
3QCPA_3QD9A,3QD9A,5,417,388,0.904,0.932,0.889,15.12,6.275,7.179,1,1,1,1,1,1,0.997,0.366,0.972,0.976,0.964,15.08,4.084,6.349,1,1,1,1,1,1,0.998,0.366,1,1,1,1,2,3,0.932,0.979,1,1,1,1,2,3,0.922,0.986
3ENMA_3FMEA,3FMEA,7,311,268,0.871,0.906,0.837,5.378,3.626,1.792,1,2,2,3,3,5,0.711,0.199,0.978,0.975,0.962,5.378,4.538,1.063,1,1,1,2,3,4,0.882,0.21,2,3,3,3,3,5,0.47,0.899,1,2,3,3,3,5,0.611,0.921
1BIAA_1BIAA,1BIAA,11,320,292,0.925,0.858,0.784,17.59,9.344,7.757,1,1,1,1,1,3,0.977,0.606,0.993,0.906,0.86,17.47,7.682,7.69,1,1,1,1,1,2,0.982,0.645,1,1,1,2,3,6,0.883,0.935,1,1,1,2,3,5,0.886,0.984
3G3QA_3G3TA,3G3TA,6,288,274,0.986,0.98,0.969,2.861,1.577,0.798,1,2,2,3,3,3,0.702,0.386,0.996,0.998,0.997,2.861,2.529,0.263,1,1,1,1,2,3,0.948,0.468,1,2,3,3,3,4,0.649,0.908,1,1,2,2,3,4,0.83,0.98
3RJ1G_3RJ1U,3RJ1U,8,184,103,0.478,0.661,0.45,9.365,5.112,2.929,1,2,2,2,3,4,0.636,0.501,0.854,0.874,0.811,6.555,4.221,2.374,1,1,2,2,3,4,0.812,0.575,1,2,3,3,4,6,0.514,0.826,1,2,2,3,4,6,0.588,0.882
5GMKn_5GMKn,5GMKn,11,372,299,0.79,0.86,0.749,26.56,16.655,10.408,1,1,2,3,3,4,0.813,0.681,0.983,0.967,0.951,26.49,17.465,10.88,1,1,1,2,3,4,0.888,0.749,1,2,3,3,4,6,0.675,0.856,1,2,2,3,4,6,0.753,0.958
2YKRU_4V6YAU,4V6YAU,102,62,51,0.823,0.817,0.725,14.32,3.784,3.31,2,6,8,11,17,31,0.447,0.711,1,0.993,0.989,12.65,10.538,0.982,1,1,1,1,3,13,0.92,0.759,3,7,9,12,18,33,0.357,0.79,1,2,3,5,9,20,0.747,0.965
1NKWX_4V4GBZ,4V4GBZ,20,55,55,1,1,1,2.692,0.726,0.621,1,3,5,7,11,16,0.714,0.656,1,1,1,2.692,2.571,0.048,1,1,1,1,1,5,0.98,0.657,1,7,8,10,13,17,0.537,0.928,1,1,1,3,7,13,0.864,0.989
1O1UA_2MM3A,2MM3A,12,127,127,0.984,0.986,0.979,2.391,1.455,0.643,2,3,4,4,5,7,0.403,0.44,0.984,0.986,0.979,2.391,2.265,0.127,1,1,2,2,4,5,0.836,0.45,2,4,4,5,5,8,0.349,0.865,1,3,3,4,5,7,0.659,0.943
4LHXC_4LHZF,4LHZF,17,89,76,0.753,0.752,0.627,5.253,3.048,1.704,1,1,2,3,5,9,0.814,0.796,0.882,0.88,0.82,5.059,3.372,1.649,1,1,1,2,3,7,0.876,0.762,1,3,3,4,7,11,0.65,0.891,1,2,3,4,6,10,0.695,0.889
1IHMA_6OUTC,6OUTC,6,512,491,0.959,0.964,0.945,3.293,2.062,1.101,1,1,1,2,2,3,0.884,0.496,1,1,1,3.293,2.678,1.015,1,1,1,1,1,3,0.958,0.512,1,2,2,3,3,5,0.732,0.923,1,1,2,2,3,4,0.823,0.977
1YY8B_7OXNH,7OXNH,104,226,214,0.947,0.862,0.791,6.208,1.628,1.401,1,2,3,6,11,25,0.706,0.692,0.981,0.892,0.838,6.208,5.195,1.078,1,1,1,1,1,5,0.975,0.737,1,3,5,8,15,34,0.569,0.891,1,1,2,2,5,18,0.849,0.973
2UVGA_3U1OA,3U1OA,8,411,411,0.983,0.959,0.939,4.946,2.74,1.648,1,1,1,1,2,3,0.904,0.681,0.983,0.959,0.939,4.202,2.397,1.543,1,1,1,1,2,3,0.901,0.691,1,1,2,2,3,4,0.807,0.963,1,2,2,2,3,4,0.775,0.957
4A57A_4A59D,4A59D,22,597,595,0.992,0.972,0.957,2.813,1.594,0.979,1,1,1,2,4,10,0.866,0.319,0.995,0.974,0.96,2.673,1.877,0.864,1,1,1,1,2,7,0.908,0.327,1,3,4,6,8,14,0.595,0.936,1,2,3,4,6,12,0.681,0.939
5GHRA_7E15A,7E15A,5,467,462,0.968,0.981,0.971,9.046,5.495,2.877,1,1,2,2,2,2,0.805,0.651,0.978,0.988,0.982,8.993,5.515,3.239,1,1,1,1,2,2,0.902,0.649,1,2,2,2,2,2,0.705,0.955,1,2,2,2,2,2,0.774,0.97
5Z561_7DVQ1,7DVQ1,6,1110,986,0.839,0.9,0.821,3.274,1.899,0.906,1,2,2,2,3,5,0.567,0.063,0.91,0.918,0.877,3.274,2.468,0.89,1,1,2,2,3,5,0.844,0.049,2,3,3,3,4,5,0.48,0.816,1,2,2,3,3,5,0.677,0.937
1AF8A_1AF8A,1AF8A,13,86,86,1,0.997,0.995,3.968,2.396,0.643,3,6,7,8,9,11,0.354,0.534,1,0.997,0.995,3.968,3.431,0.333,1,1,2,4,6,10,0.822,0.455,3,6,7,8,10,12,0.303,0.844,1,4,5,6,8,11,0.619,0.958
1BUQA_1BUQA,1BUQA,71,126,125,0.984,0.955,0.928,2.271,0.811,0.421,3,8,10,14,20,37,0.281,0.429,0.992,0.955,0.932,2.271,1.94,0.186,1,1,1,2,4,16,0.894,0.346,3,10,13,17,24,42,0.355,0.882,1,2,4,6,12,29,0.747,0.961
3X3MA_5EBDA,5EBDA,5,401,379,0.935,0.955,0.928,3.42,2.034,0.81,1,1,2,2,3,4,0.84,0.65,0.989,0.996,0.994,3.42,2.617,0.77,1,1,1,1,2,3,0.945,0.689,1,2,2,3,3,4,0.639,0.933,1,2,2,2,3,4,0.771,0.979
1RKRA_6L1VC,6L1VC,8,129,129,1,0.991,0.987,19.18,11.064,9.314,1,1,1,1,1,1,0.999,0.544,1,0.991,0.987,19.08,11.144,9.161,1,1,1,1,1,1,0.999,0.541,1,1,1,1,1,2,0.984,0.999,1,1,1,1,1,2,0.983,0.999
6RLOI_6RLOJ,6RLOJ,9,80,78,0.963,0.98,0.97,15.44,8.869,6.872,1,1,1,1,1,3,0.968,0.552,0.987,0.993,0.989,14.54,8.096,6.448,1,1,1,1,1,2,0.979,0.536,1,1,1,2,2,4,0.894,0.976,1,1,1,2,2,3,0.895,0.975
3J7Or_4D5Yt,4D5Yt,117,137,129,0.905,0.889,0.833,6.274,0.775,0.866,1,6,9,14,28,62,0.596,0.413,0.961,0.944,0.916,6.274,6.125,0.161,1,1,1,1,1,2,0.989,0.444,3,13,18,26,41,74,0.357,0.75,1,1,1,2,7,30,0.869,0.948
1A3RH_5W23J,5W23J,95,229,223,0.934,0.94,0.896,6.319,1.464,1.829,1,1,1,2,5,27,0.898,0.699,0.955,0.936,0.904,6.051,5.245,1.283,1,1,1,1,1,2,0.989,0.703,1,3,4,8,18,46,0.753,0.92,1,1,1,1,4,23,0.902,0.95
5Y6P44_5Y6PD2,5Y6PD2,12,245,239,0.976,0.983,0.975,5.329,3.005,2.426,1,1,1,1,1,2,0.987,0.076,1,1,1,5.308,3.597,2.221,1,1,1,1,1,2,0.988,0.076,1,2,3,4,6,9,0.684,0.929,1,2,2,3,4,8,0.717,0.963
4P96A_4P9UB,4P9UB,12,278,272,0.953,0.895,0.843,8.878,4.885,3.169,1,1,1,2,2,4,0.885,0.556,0.974,0.914,0.872,8.878,4.337,3.26,1,1,1,2,2,4,0.892,0.526,1,2,2,2,4,7,0.766,0.919,1,2,2,2,3,6,0.784,0.952
6GX5A_7P66A,7P66A,16,116,108,0.914,0.899,0.845,25.69,15.119,8.663,1,2,2,3,4,6,0.75,0.497,0.981,0.956,0.933,25.69,13.134,9.74,1,1,2,2,3,6,0.826,0.517,1,3,4,5,6,8,0.51,0.882,1,3,4,4,6,8,0.575,0.932
7TNJA_7TNJB,7TNJB,20,624,602,0.958,0.966,0.949,14.65,7.973,5.79,1,1,1,1,1,6,0.961,0.556,0.993,0.995,0.993,14.02,8.107,5.67,1,1,1,1,1,3,0.968,0.59,1,1,1,3,5,14,0.855,0.953,1,1,1,2,3,12,0.877,0.984
6AHRF_6AHRF,6AHRF,5,138,129,0.783,0.88,0.785,4.269,2.649,1.539,1,1,1,2,2,3,0.887,0.398,0.837,0.873,0.809,4.269,3.154,1.418,1,1,1,1,2,3,0.922,0.414,1,2,2,3,3,4,0.697,0.808,1,2,2,3,3,3,0.772,0.854
1PQ3A_6SS6A,6SS6A,20,320,318,0.953,0.956,0.933,2.643,1.104,1.005,1,2,2,2,3,6,0.785,0.097,0.959,0.962,0.942,2.186,1.986,0.386,1,1,1,2,2,3,0.89,0.128,1,3,4,5,8,13,0.626,0.904,1,2,2,3,5,11,0.756,0.931
1KS9A_1YJQA,1YJQA,5,294,293,0.99,0.993,0.989,2.513,1.33,0.641,1,1,2,2,3,3,0.839,0.573,0.993,0.996,0.993,2.041,1.035,0.617,1,1,2,2,2,4,0.804,0.593,1,2,3,3,3,4,0.587,0.944,1,2,2,3,3,4,0.57,0.948
7OOCT_7PIAT,7PIAT,28,53,53,1,1,1,3.337,1.682,0.51,3,7,9,12,16,22,0.274,0.676,1,1,1,3.337,2.565,0.338,1,1,2,3,7,16,0.815,0.871,3,7,9,12,16,22,0.26,0.914,1,3,4,6,10,19,0.667,0.977
1AF3A_2B48A,2B48A,50,229,143,0.616,0.635,0.434,22.8,4.267,6.414,1,1,1,2,5,14,0.869,0.436,0.965,0.95,0.925,22.12,20.866,3.911,1,1,1,1,1,2,0.986,0.7,1,3,4,6,9,18,0.679,0.583,1,1,1,1,2,9,0.919,0.964
1K2FA_4CA1A,4CA1A,25,193,189,0.979,0.94,0.911,5.241,1.949,1.112,1,3,3,5,8,15,0.642,0.422,0.989,0.95,0.925,5.123,3.205,1.084,1,1,1,1,3,9,0.908,0.404,1,4,5,6,9,17,0.538,0.917,1,2,2,3,6,14,0.751,0.963
1AIFB_1SBSH,1SBSH,68,228,222,0.912,0.801,0.689,7.416,2.174,1.32,1,3,5,7,12,25,0.718,0.679,0.937,0.8,0.7,7.416,2.718,1.394,1,1,1,3,7,18,0.856,0.706,1,5,7,10,16,31,0.596,0.893,1,2,4,6,11,25,0.724,0.922
1AE2A_8ACZA,8ACZA,21,87,87,0.989,0.97,0.955,7.732,1.869,2.124,2,2,3,3,4,6,0.488,0.623,0.989,0.97,0.955,7.732,6.492,0.291,1,1,1,1,2,3,0.949,0.637,2,3,3,3,5,7,0.454,0.867,1,2,2,2,3,5,0.785,0.963
5G52C_6F5JC,6F5JC,8,397,393,0.919,0.934,0.9,18.13,4.848,7.292,1,1,1,1,1,2,0.987,0.685,0.929,0.938,0.906,18.13,3.249,6.076,1,1,1,1,1,1,0.991,0.68,1,1,1,1,3,5,0.915,0.978,1,1,1,2,2,5,0.885,0.978
4UBTA_4UBVB,4UBVB,15,396,392,0.952,0.962,0.943,8.599,2.408,3.484,1,1,1,1,1,2,0.978,0.104,0.962,0.972,0.957,8.546,1.642,2.794,1,1,1,1,1,3,0.968,0.105,1,2,3,4,7,10,0.737,0.903,1,2,3,4,6,9,0.711,0.902
5ME9A_5ME9B,5ME9B,6,414,374,0.853,0.933,0.866,5.646,3.509,1.987,1,1,2,2,3,4,0.835,0.421,0.936,0.955,0.932,5.057,2.845,1.738,1,1,2,2,3,4,0.813,0.38,1,2,3,4,4,5,0.599,0.867,1,3,3,3,4,4,0.539,0.877
1TA8A_3BA8A,3BA8A,14,323,313,0.969,0.975,0.961,20.97,9.536,9.903,1,1,1,1,1,1,0.992,0.575,1,0.999,0.999,20.93,6.842,9.321,1,1,1,1,1,1,0.995,0.586,1,1,1,2,2,4,0.888,0.962,1,1,1,2,2,4,0.897,0.988
2A2BA_7XTGC,7XTGC,5,42,42,0.976,0.983,0.975,8.726,3.731,4.06,1,1,1,1,1,1,0.996,0.631,0.976,0.983,0.975,8.661,2.465,3.578,1,1,1,1,1,1,0.994,0.631,1,1,1,1,2,4,0.929,0.972,1,1,1,1,2,4,0.911,0.971
1AQTA_8DBWH,8DBWH,24,138,134,0.971,0.974,0.961,21.87,9.975,9.323,1,1,1,1,2,4,0.902,0.557,1,0.995,0.993,21.87,15.849,8.4,1,1,1,1,1,2,0.968,0.566,1,2,2,2,4,8,0.71,0.962,1,2,2,2,3,7,0.795,0.986
1BKDS_7AVVA,7AVVA,65,484,455,0.919,0.951,0.914,4.783,1.76,1.136,1,2,2,3,6,20,0.776,0.657,0.958,0.965,0.947,4.269,2.909,1.066,1,1,1,2,2,8,0.893,0.72,1,2,3,4,8,26,0.62,0.887,1,2,2,3,4,15,0.747,0.955
4ZHVA_6IKIA,6IKIA,17,139,134,0.892,0.918,0.878,6.608,3.348,2.888,1,1,1,1,1,4,0.972,0.223,0.925,0.95,0.925,6.358,2.823,2.608,1,1,1,1,1,4,0.957,0.227,1,2,2,3,5,10,0.791,0.9,1,2,2,2,4,9,0.751,0.893
7AE1M_8IUEM,8IUEM,6,431,422,0.907,0.917,0.865,11.44,4.696,4.584,1,1,1,1,2,2,0.947,0.494,0.927,0.913,0.869,10.96,3.312,3.874,1,1,1,1,2,2,0.924,0.487,1,1,2,2,3,4,0.814,0.848,1,2,2,2,3,4,0.78,0.85
1ILKA_1LK3A,1LK3A,13,155,136,0.897,0.849,0.774,18.49,6.458,7.411,1,1,1,1,2,5,0.921,0.552,1,0.936,0.904,18.49,16.76,4.936,1,1,1,1,1,2,0.978,0.605,1,2,2,3,5,8,0.748,0.875,1,1,1,2,3,6,0.896,0.978
2O01J_7EWKJ,7EWKJ,23,43,42,0.953,0.847,0.77,5.575,2.448,2.167,1,1,1,1,3,7,0.907,0.585,0.976,0.867,0.8,5.575,1.918,1.957,1,1,1,1,3,6,0.901,0.575,1,3,4,5,7,14,0.687,0.956,1,3,3,4,6,13,0.635,0.951
2NRTA_2NRTA,2NRTA,8,219,217,0.968,0.969,0.951,10.87,6.086,3.638,1,2,2,2,3,5,0.792,0.401,0.977,0.973,0.959,10.51,4.799,3.563,1,1,2,2,3,5,0.822,0.43,1,2,3,3,4,5,0.626,0.912,1,2,3,3,4,5,0.657,0.92
5L35A_5L35G,5L35G,67,422,422,0.998,0.994,0.991,4.496,1.178,0.625,2,4,4,5,8,38,0.397,0.373,0.998,0.994,0.991,4.496,3.943,0.282,1,1,1,1,2,5,0.944,0.253,2,5,6,11,26,53,0.365,0.905,1,2,3,4,7,34,0.739,0.963
6JNFD_6JNFI,6JNFI,7,38,34,0.974,0.969,0.94,3.598,1.451,1.272,1,1,2,2,2,3,0.801,0.623,0.971,0.971,0.956,3.598,3.403,0.204,1,1,1,1,1,2,0.969,0.68,1,2,2,2,3,5,0.622,0.882,1,1,2,2,2,3,0.84,0.987
5L39A_5L39C,5L39C,6,209,196,0.938,0.94,0.91,3.145,1.66,1.109,1,1,1,2,3,4,0.871,0.071,1,0.99,0.985,2.815,2.083,0.917,1,1,1,1,2,3,0.912,0.066,1,2,3,3,4,5,0.687,0.907,1,2,2,3,4,5,0.763,0.96
4Y6TA_4Y6XA,4Y6XA,9,150,144,0.94,0.968,0.945,4.209,1.713,1.18,1,1,1,2,3,6,0.862,0.211,0.979,0.987,0.981,2.637,2.207,0.352,1,1,1,2,2,5,0.895,0.218,1,3,3,4,5,7,0.685,0.914,1,2,2,3,4,7,0.725,0.959
1W7BA_5LPUB,5LPUB,25,338,338,0.911,0.912,0.869,5.847,0.889,0.826,1,4,4,6,9,15,0.518,0.122,0.911,0.912,0.869,5.847,2.898,1.859,1,1,2,2,3,8,0.829,0.066,2,4,5,7,10,16,0.446,0.859,2,3,3,5,8,14,0.493,0.894
5B0OE_5B0OI,5B0OI,8,136,133,0.978,0.959,0.938,27.38,16.15,11.259,1,2,2,2,3,4,0.733,0.73,1,0.977,0.966,27.32,16.987,10.367,1,1,2,2,3,4,0.803,0.797,1,2,3,3,4,4,0.566,0.936,1,2,3,3,3,4,0.648,0.966
6XBDI_6XBDI,6XBDI,20,266,263,0.985,0.983,0.972,11.02,4.543,4.216,1,1,1,1,2,8,0.916,0.157,0.996,0.99,0.985,10.61,3.18,3.765,1,1,1,1,2,7,0.926,0.155,1,3,4,6,10,15,0.606,0.938,1,3,4,5,9,15,0.603,0.95
1V0AA_2LROA,2LROA,5,178,172,0.938,0.966,0.94,2.826,1.914,0.892,1,1,2,2,2,3,0.817,0.271,0.971,0.98,0.969,2.425,2.224,0.276,1,1,2,2,2,3,0.848,0.243,1,2,2,3,3,4,0.617,0.888,1,2,2,2,3,4,0.635,0.926
3J6X73_5FL8f,5FL8f,194,107,105,0.991,0.99,0.98,6.703,0.612,0.644,1,10,16,25,45,93,0.534,0.353,1,0.991,0.986,6.539,1.837,0.343,1,1,1,2,2,27,0.896,0.594,4,22,30,41,63,109,0.288,0.817,1,3,5,11,24,63,0.691,0.955
6KDVA_6KDVC,6KDVC,6,292,264,0.873,0.905,0.841,4.78,3.433,1.476,1,1,2,3,3,5,0.838,0.603,0.962,0.958,0.937,4.78,3.58,1.453,1,1,1,2,3,4,0.888,0.639,1,2,3,3,4,5,0.747,0.86,1,2,2,3,4,5,0.794,0.939
5ME9A_6WGIL,6WGIL,6,414,367,0.853,0.933,0.866,5.646,3.509,1.987,1,1,2,2,3,4,0.835,0.425,0.954,0.957,0.936,5.483,4.777,0.921,1,1,1,1,2,4,0.906,0.429,1,2,3,4,4,5,0.601,0.867,1,2,2,3,4,4,0.713,0.931
3PHLA_3PHLA,3PHLA,5,400,379,0.94,0.969,0.94,2.893,1.408,1.119,1,1,1,1,2,3,0.942,0.523,0.992,0.994,0.991,2.893,1.179,0.991,1,1,1,1,2,3,0.904,0.524,1,1,1,2,3,4,0.852,0.972,1,1,2,2,3,4,0.826,0.97
5YWZA_6R16A,6R16A,9,243,195,0.798,0.782,0.671,9.091,2.401,3.355,1,1,1,1,1,3,0.971,0.211,0.995,0.97,0.954,8.473,1.498,2.647,1,1,1,1,1,3,0.971,0.205,1,2,2,3,4,6,0.796,0.956,1,2,2,3,4,6,0.786,0.963
1U46A_4HZSA,4HZSA,26,332,319,0.747,0.808,0.692,2.674,1.205,0.794,1,3,4,6,9,16,0.727,0.104,0.777,0.787,0.681,2.674,2.231,0.739,1,1,1,1,4,12,0.904,0.115,2,6,7,9,12,20,0.432,0.698,1,3,4,6,9,17,0.696,0.767
2OSZA_4JO7C,4JO7C,16,89,85,0.955,0.955,0.915,7.857,3.54,2.719,1,2,2,2,3,5,0.709,0.75,0.976,0.947,0.92,7.857,5.889,2.399,1,1,1,1,2,2,0.931,0.716,1,2,2,2,3,6,0.642,0.907,1,1,2,2,2,4,0.812,0.959
3ZGBA_8OJFB,8OJFB,23,962,888,0.944,0.888,0.823,3.394,1.165,0.834,1,3,3,4,6,12,0.584,0.228,0.957,0.892,0.837,2.686,2.404,0.431,1,1,1,1,2,6,0.94,0.297,2,4,4,6,8,15,0.452,0.872,1,2,2,3,5,10,0.757,0.945
5E84A_7A4VA,7A4VA,22,610,521,0.848,0.874,0.808,24.51,6.964,9.63,1,1,1,1,1,4,0.953,0.609,0.992,0.983,0.975,24.46,21.827,6.705,1,1,1,1,1,1,0.994,0.684,1,1,1,2,3,9,0.88,0.843,1,1,1,1,1,4,0.966,0.992
4XE3A_4XE3A,4XE3A,62,408,394,0.968,0.948,0.921,3.349,1.354,1.248,1,1,1,1,5,17,0.903,0.397,1,0.979,0.968,3.349,2.72,0.837,1,1,1,1,1,5,0.954,0.339,1,3,4,7,11,27,0.743,0.944,1,1,2,2,6,18,0.814,0.98
3LLSA_3Q6ID,3Q6ID,17,435,413,0.924,0.897,0.837,10.42,2.698,4.091,1,1,1,1,1,2,0.986,0.119,0.973,0.925,0.887,10.38,1.651,3.304,1,1,1,1,1,2,0.986,0.125,1,2,2,3,5,11,0.776,0.897,1,2,2,3,5,10,0.762,0.941
1RZMA_3PG9F,3PG9F,14,343,338,0.983,0.983,0.974,10.2,3.144,4.082,1,1,1,1,1,2,0.98,0.42,0.997,0.996,0.995,9.862,2.033,3.352,1,1,1,1,1,2,0.972,0.423,1,1,1,1,3,6,0.907,0.972,1,1,1,2,2,5,0.891,0.984
1EQ7A_1KFNA,1KFNA,9,56,53,0.875,0.814,0.721,2.111,1.034,0.439,1,3,4,5,6,8,0.564,0.334,0.925,0.86,0.79,2.111,1.398,0.608,1,1,2,3,4,7,0.823,0.255,2,4,5,5,7,8,0.456,0.898,1,3,4,5,6,8,0.616,0.926
6S5YA_6S5YD,6S5YD,8,163,161,0.988,0.986,0.979,2.255,1.065,0.577,1,1,1,2,3,5,0.884,0.749,1,0.998,0.998,2.255,1.62,0.535,1,1,1,1,1,3,0.966,0.757,1,2,3,3,4,6,0.672,0.96,1,1,2,3,3,5,0.803,0.979
1KPPA_1M4PA,1M4PA,35,149,144,0.94,0.939,0.909,2.937,1.239,0.863,2,4,5,7,10,19,0.46,0.304,0.972,0.971,0.956,2.937,2.697,0.38,1,1,1,2,4,10,0.858,0.464,3,5,6,8,12,20,0.292,0.84,1,3,4,5,8,16,0.663,0.95
2ZV6A_2ZV6B,2ZV6B,5,376,371,0.926,0.952,0.921,6.182,2.092,2.114,1,1,1,2,2,3,0.898,0.065,0.938,0.95,0.926,6.182,3.303,2.87,1,1,1,1,1,2,0.99,0.057,1,2,2,3,4,4,0.78,0.943,1,2,2,2,3,4,0.785,0.961
3UL5A_3UL6B,3UL6B,6,84,80,0.929,0.944,0.915,2.501,1.41,0.666,1,1,1,2,3,4,0.875,0.643,0.975,0.985,0.978,2.062,1.219,0.639,1,1,1,2,2,4,0.867,0.681,1,2,2,3,3,5,0.724,0.938,1,2,2,3,3,4,0.698,0.958
7OKO3_7OKO9,7OKO9,7,218,216,0.986,0.989,0.981,21.11,12.404,9.953,1,1,1,1,1,1,0.994,0.8,0.995,0.991,0.986,21.11,10.98,10.124,1,1,1,1,1,1,0.997,0.801,1,1,1,1,1,4,0.959,0.989,1,1,1,1,1,3,0.964,0.993
